조합원상태,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,주소대분류,프로모션여부,연령대,R,F,M,R_score,M_score,F_score,RFM_score,RFM_rank,주매장,이탈여부,최소재구매주기,재구매여부,5개월이내재구매
정상회원,여,41,미신청,수신,normal,수원 영통구,0,40대,124,2,15316,2,1,2,1.7,포미방문자,매장C,정상,82,0,0
정상회원,여,49,미신청,미수신,normal,용인 수지구,0,40대,158,2,84234,2,1,2,1.7,포미방문자,매장A,잠재이탈,73,0,0
탈퇴,여,69,미신청,미수신,normal,용인 수지구,0,60대,190,9,151047,2,1,2,1.7,포미방문자,매장D,이탈,1,1,0
정상회원,여,43,미신청,미수신,normal,성남 분당구,0,40대,254,1,5552,1,1,1,1,포미방문자,매장A,잠재이탈,0,0,0
정상회원,여,52,미신청,미수신,normal,용인 수지구,1,50대,27,13,110386,4,1,2,2.3,포미초대손님,매장C,정상,3,1,1
정상회원,여,48,신청,미수신,normal,용인 수지구,0,40대,7,15,899681,5,3,2,3.2,포미프렌즈,매장A,정상,1,1,1
정상회원,여,61,미신청,수신,normal,용인 수지구,0,60대,27,2,19145,4,1,2,2.3,포미초대손님,매장A,정상,106,0,0
정상회원,여,40,미신청,미수신,normal,용인 수지구,0,40대,152,1,28525,2,1,1,1.3,포미방문자,매장B,잠재이탈,0,0,0
정상회원,남,40,미신청,미수신,normal,용인 수지구,0,40대,106,4,82320,3,1,2,2,포미초대손님,매장D,정상,5,1,1
정상회원,여,80,미신청,미수신,normal,용인 수지구,0,80대,14,19,314065,5,2,3,3.3,포미패밀리,매장C,정상,4,1,1
정상회원,여,49,미신청,수신,normal,용인 수지구,0,40대,7,66,1358472,5,4,5,4.7,포미킹,매장B,정상,1,1,1
정상회원,여,51,미신청,미수신,normal,용인 수지구,0,50대,33,3,98401,4,1,2,2.3,포미초대손님,매장B,정상,35,0,0
정상회원,남,33,미신청,미수신,normal,용인 처인구,0,30대,48,1,15507,4,1,1,1.9,포미방문자,매장B,정상,0,0,0
정상회원,여,58,신청,미수신,normal,용인 수지구,0,50대,4,27,570783,5,2,3,3.3,포미프렌즈,매장C,정상,2,1,1
정상회원,여,63,미신청,미수신,normal,성남 분당구,0,60대,271,1,36852,1,1,1,1,포미방문자,매장D,잠재이탈,0,0,0
정상회원,여,44,미신청,미수신,normal,용인 수지구,0,40대,69,9,125105,3,1,2,2,포미초대손님,매장C,정상,6,1,1
정상회원,여,56,미신청,미수신,normal,성남 분당구,0,50대,38,1,87680,4,1,1,1.9,포미방문자,매장C,정상,0,0,0
정상회원,남,39,미신청,미수신,normal,성남 분당구,0,30대,258,1,17995,1,1,1,1,포미방문자,매장C,잠재이탈,0,0,0
정상회원,여,47,신청,미수신,normal,용인 수지구,0,40대,1,25,677508,5,3,3,3.6,포미패밀리,매장B,정상,2,1,1
정상회원,여,42,미신청,미수신,normal,용인 수지구,0,40대,180,3,10721,2,1,2,1.7,포미방문자,매장C,잠재이탈,15,0,0
정상회원,여,56,미신청,미수신,normal,용인 수지구,0,50대,56,10,252226,3,1,2,2,포미방문자,매장B,정상,2,1,1
정상회원,여,41,미신청,미수신,normal,용인 수지구,0,40대,7,25,392167,5,2,3,3.3,포미패밀리,매장B,정상,2,1,1
정상회원,여,34,미신청,수신,normal,성남 분당구,0,30대,60,2,30247,3,1,2,2,포미초대손님,매장A,정상,43,0,0
정상회원,여,54,미신청,수신,normal,용인 수지구,0,50대,6,44,379554,5,2,4,3.7,포미패밀리,매장C,정상,1,1,1
정상회원,여,48,미신청,미수신,normal,용인 수지구,0,40대,174,2,40778,2,1,2,1.7,포미방문자,매장C,잠재이탈,20,0,0
정상회원,여,34,미신청,미수신,normal,용인 수지구,0,30대,66,10,113240,3,1,2,2,포미초대손님,매장B,정상,8,1,1
정상회원,여,64,미신청,미수신,normal,용인 수지구,0,60대,33,5,84617,4,1,2,2.3,포미초대손님,매장C,정상,38,0,0
정상회원,남,51,신청,미수신,normal,용인 수지구,0,50대,1,29,807597,5,3,3,3.6,포미패밀리,매장D,정상,1,1,1
정상회원,여,49,미신청,미수신,normal,용인 수지구,0,40대,1,5,76481,5,1,2,2.6,포미프렌즈,매장C,정상,15,0,0
정상회원,여,54,미신청,미수신,normal,용인 수지구,0,50대,33,8,272231,4,1,2,2.3,포미초대손님,매장C,정상,7,1,1
정상회원,여,39,미신청,미수신,normal,광주,0,30대,167,7,140861,2,1,2,1.7,포미방문자,매장B,잠재이탈,7,1,0
정상회원,여,56,미신청,미수신,normal,용인 수지구,0,50대,46,4,114866,4,1,2,2.3,포미초대손님,매장C,정상,74,0,0
정상회원,남,51,미신청,미수신,normal,수원 장안구,0,50대,115,1,15602,2,1,1,1.3,포미방문자,매장B,정상,0,0,0
정상회원,여,42,미신청,미수신,normal,용인 수지구,0,40대,25,6,86627,4,1,2,2.3,포미초대손님,매장B,정상,19,0,0
정상회원,여,48,미신청,미수신,normal,수원 영통구,0,40대,259,1,19718,1,1,1,1,포미방문자,매장C,잠재이탈,0,0,0
정상회원,여,47,신청,미수신,normal,서울 송파구,0,40대,6,20,341751,5,2,3,3.3,포미패밀리,매장A,정상,2,1,1
정상회원,여,42,미신청,미수신,normal,용인 수지구,0,40대,42,3,40663,4,1,2,2.3,포미초대손님,매장D,정상,51,0,0
정상회원,여,78,미신청,미수신,normal,용인 수지구,0,70대,7,49,1415041,5,4,4,4.3,포미킹,매장B,정상,1,1,1
정상회원,여,54,미신청,수신,VIP,용인 수지구,0,50대,1,77,2341614,5,5,5,5,포미킹,매장C,정상,1,1,1
정상회원,여,35,미신청,미수신,normal,용인 수지구,0,30대,75,1,6892,3,1,1,1.6,포미방문자,매장B,정상,0,0,0
정상회원,여,36,미신청,미수신,normal,성남 분당구,0,30대,296,1,2872,1,1,1,1,포미방문자,매장A,잠재이탈,0,0,0
정상회원,여,40,미신청,미수신,normal,용인 수지구,0,40대,22,20,357612,4,2,3,3,포미프렌즈,매장B,정상,1,1,1
정상회원,여,63,미신청,미수신,normal,기타,0,60대,2,7,130018,5,1,2,2.6,포미프렌즈,매장C,정상,5,1,1
정상회원,여,33,미신청,미수신,normal,기타,0,30대,15,20,209840,4,1,3,2.7,포미프렌즈,매장C,정상,1,1,1
정상회원,여,56,미신청,미수신,normal,용인 수지구,0,50대,3,12,208957,5,1,2,2.6,포미초대손님,매장C,정상,3,1,1
정상회원,여,46,미신청,수신,normal,용인 수지구,0,40대,64,12,259594,3,1,2,2,포미방문자,매장A,정상,5,1,1
정상회원,여,45,미신청,미수신,normal,용인 수지구,0,40대,3,26,390702,5,2,3,3.3,포미패밀리,매장C,정상,1,1,1
정상회원,여,40,미신청,수신,normal,용인 수지구,0,40대,176,1,37905,2,1,1,1.3,포미방문자,매장B,잠재이탈,0,0,0
정상회원,여,48,미신청,미수신,normal,용인 수지구,0,40대,20,3,29290,4,1,2,2.3,포미초대손님,매장D,정상,33,0,0
정상회원,여,36,미신청,미수신,normal,용인 수지구,0,30대,217,1,15124,1,1,1,1,포미방문자,매장B,잠재이탈,0,0,0
탈퇴,여,44,미신청,미수신,normal,용인 수지구,0,40대,75,5,174844,3,1,2,2,포미초대손님,매장B,이탈,21,0,0
정상회원,여,43,미신청,미수신,normal,기타,0,40대,59,2,51306,3,1,2,2,포미초대손님,매장B,정상,98,0,0
정상회원,여,92,미신청,미수신,VIP,용인 수지구,0,90대이상,2,82,4247687,5,5,5,5,포미킹,매장D,정상,1,1,1
정상회원,여,58,미신청,미수신,normal,용인 수지구,0,50대,139,4,83073,2,1,2,1.7,포미방문자,매장C,정상,13,1,1
정상회원,여,38,미신청,미수신,normal,용인 수지구,0,30대,212,1,36375,1,1,1,1,포미방문자,매장B,잠재이탈,0,0,0
정상회원,여,43,미신청,미수신,normal,용인 수지구,0,40대,30,11,236050,4,1,2,2.3,포미초대손님,매장D,정상,4,1,1
정상회원,여,38,미신청,미수신,normal,용인 수지구,0,30대,120,1,7275,2,1,1,1.3,포미방문자,매장B,정상,0,0,0
정상회원,여,72,신청,미수신,normal,용인 수지구,0,70대,14,22,398772,5,2,3,3.3,포미패밀리,매장B,정상,2,1,1
정상회원,여,51,미신청,미수신,normal,수원 영통구,0,50대,52,3,59346,3,1,2,2,포미초대손님,매장B,정상,106,0,0
정상회원,여,51,미신청,미수신,normal,기타,0,50대,205,2,22590,1,1,2,1.4,포미방문자,매장C,잠재이탈,10,1,0
정상회원,여,46,미신청,미수신,normal,기타,0,40대,81,1,4499,3,1,1,1.6,포미방문자,매장A,정상,0,0,0
정상회원,여,77,미신청,미수신,normal,용인 수지구,0,70대,5,58,1773995,5,4,4,4.3,포미킹,매장D,정상,1,1,1
정상회원,여,47,신청,미수신,normal,용인 수지구,0,40대,15,26,878911,4,3,3,3.3,포미프렌즈,매장C,정상,1,1,1
정상회원,여,46,미신청,미수신,normal,성남 분당구,0,40대,252,1,12444,1,1,1,1,포미방문자,매장B,잠재이탈,0,0,0
정상회원,여,35,미신청,미수신,normal,용인 수지구,0,30대,28,3,51688,4,1,2,2.3,포미초대손님,매장A,정상,67,0,0
정상회원,여,74,미신청,미수신,VIP,용인 수지구,0,70대,5,60,509037,5,2,4,3.7,포미패밀리,매장C,정상,1,1,1
정상회원,여,55,미신청,미수신,normal,용인 수지구,0,50대,198,1,16847,2,1,1,1.3,포미방문자,매장B,잠재이탈,0,0,0
정상회원,여,43,미신청,미수신,normal,수원 영통구,0,40대,6,10,251169,5,1,2,2.6,포미초대손님,매장C,정상,1,1,1
정상회원,여,32,미신청,미수신,normal,기타,0,30대,116,4,14838,2,1,2,1.7,포미방문자,매장C,정상,1,1,1
정상회원,여,40,미신청,미수신,normal,용인 수지구,0,40대,26,14,228677,4,1,2,2.3,포미초대손님,매장B,정상,2,1,1
정상회원,여,52,미신청,미수신,normal,성남 분당구,0,50대,45,1,22207,4,1,1,1.9,포미방문자,매장D,정상,0,0,0
정상회원,여,45,미신청,미수신,normal,용인 수지구,0,40대,168,5,119556,2,1,2,1.7,포미방문자,매장B,잠재이탈,12,1,0
정상회원,여,44,신청,미수신,normal,용인 기흥구,1,40대,7,24,847648,5,3,3,3.6,포미패밀리,매장C,정상,1,1,1
정상회원,여,65,신청,미수신,normal,용인 수지구,0,60대,2,28,517275,5,2,3,3.3,포미프렌즈,매장C,정상,1,1,1
정상회원,여,44,미신청,미수신,normal,용인 수지구,0,40대,65,5,112279,3,1,2,2,포미초대손님,매장C,정상,18,0,0
정상회원,여,45,미신청,미수신,normal,용인 수지구,0,40대,276,1,15123,1,1,1,1,포미방문자,매장C,잠재이탈,0,0,0
정상회원,남,34,미신청,미수신,normal,용인 수지구,0,30대,6,13,176916,5,1,2,2.6,포미초대손님,매장C,정상,1,1,1
정상회원,여,49,미신청,미수신,normal,기타,0,40대,0,34,410933,5,2,3,3.3,포미패밀리,매장A,정상,1,1,1
정상회원,여,66,미신청,미수신,normal,용인 수지구,0,60대,34,8,231739,4,1,2,2.3,포미초대손님,매장D,정상,1,1,1
정상회원,여,56,미신청,미수신,normal,기타,0,50대,277,1,43649,1,1,1,1,포미방문자,매장C,잠재이탈,0,0,0
정상회원,여,63,미신청,미수신,normal,용인 수지구,0,60대,100,8,200152,3,1,2,2,포미초대손님,매장A,정상,4,1,1
정상회원,여,33,미신청,미수신,normal,용인 수지구,0,30대,155,4,62485,2,1,2,1.7,포미방문자,매장B,잠재이탈,9,1,0
정상회원,남,63,미신청,미수신,normal,수원 영통구,0,60대,15,1,31588,4,1,1,1.9,포미방문자,매장D,정상,0,0,0
정상회원,여,46,미신청,미수신,normal,용인 수지구,0,40대,49,7,266793,4,1,2,2.3,포미초대손님,매장B,정상,1,1,1
정상회원,여,50,미신청,미수신,normal,용인 수지구,0,50대,27,1,56284,4,1,1,1.9,포미방문자,매장D,정상,0,0,0
정상회원,여,53,미신청,미수신,normal,용인 수지구,0,50대,8,2,42308,5,1,2,2.6,포미프렌즈,매장C,정상,25,0,0
정상회원,여,47,신청,미수신,normal,용인 수지구,0,40대,9,22,357572,5,2,3,3.3,포미패밀리,매장B,정상,2,1,1
정상회원,여,45,미신청,미수신,normal,용인 수지구,0,40대,6,23,303339,5,2,3,3.3,포미패밀리,매장C,정상,1,1,1
정상회원,여,55,신청,미수신,normal,용인 수지구,0,50대,4,25,417149,5,2,3,3.3,포미패밀리,매장B,정상,1,1,1
정상회원,여,54,신청,미수신,normal,용인 수지구,0,50대,4,35,1286180,5,4,3,3.9,포미패밀리,매장B,정상,1,1,1
정상회원,여,33,미신청,수신,normal,용인 수지구,1,30대,2,41,829807,5,3,4,4,포미패밀리,매장C,정상,1,1,1
정상회원,여,48,미신청,미수신,normal,성남 분당구,0,40대,217,2,96486,1,1,2,1.4,포미방문자,매장B,잠재이탈,28,0,0
정상회원,여,46,미신청,미수신,normal,용인 수지구,0,40대,128,3,72940,2,1,2,1.7,포미방문자,매장C,정상,6,1,1
정상회원,여,44,미신청,미수신,normal,기타,0,40대,289,1,9189,1,1,1,1,포미방문자,매장B,잠재이탈,0,0,0
정상회원,여,48,미신청,미수신,normal,용인 수지구,0,40대,23,1,16081,4,1,1,1.9,포미방문자,매장C,정상,0,0,0
정상회원,여,33,미신청,미수신,normal,용인 수지구,0,30대,42,1,2297,4,1,1,1.9,포미방문자,매장C,정상,0,0,0
정상회원,여,47,미신청,미수신,normal,용인 수지구,0,40대,295,1,50733,1,1,1,1,포미방문자,매장B,잠재이탈,0,0,0
정상회원,여,35,미신청,미수신,normal,성남 수정구,0,30대,115,1,48818,2,1,1,1.3,포미방문자,매장C,정상,0,0,0
정상회원,여,57,신청,미수신,normal,용인 수지구,0,50대,0,18,378576,5,2,3,3.3,포미패밀리,매장A,정상,1,1,1
정상회원,여,55,미신청,미수신,normal,용인 수지구,0,50대,252,1,25270,1,1,1,1,포미방문자,매장C,잠재이탈,0,0,0
정상회원,여,79,미신청,미수신,normal,용인 수지구,0,70대,40,1,78586,4,1,1,1.9,포미방문자,매장D,정상,0,0,0
